ID,ISBN,Автор,Авторы,В базе,В закладки,Возраст,Год,Издательство,Код,Название,Не понравилось,Обложка,Описание,Переводчик,Переплёт,Понравилось,Производитель,Размеры,Рейтинг,Серия,Страниц,Тематика,Тираж,Формат,Цена
5674866,978-5-699-41452-9,Донцова Дарья Аркадьевна,,Э.ИД(м) Летучий самозванец: роман,34,16+,2010,Эксмо,511781,Летучий самозванец : роман,1,/files/1377/24/11/69.jpg,"Я, Виола Тараканова, отправилась в плавание на теплоходе ""Летучий самозванец"" в компании моего бойфренда Юры Шумакова. Плавсредство зафрахтовал его дядя Василий Самойлов для сотрудников своей кондитерской фабрики, которых он якобы ужасно хотел видеть одной дружной семьей...",,мягкий,7,,"11,00 см x 16,50 см x 2,00 см",71.43,Иронический детектив,352,Отечественные,300000,70х90/32,
5677091,,Донцова Дарья Аркадьевна,,Дубль Э.ИД.Сволочь ненаглядная,34,0+,,,44433,Сволочь ненаглядная,0,/files/nocard.jpg,,,твердый,1,Эксмо,"13,00 см x 20,00 см",57.14,Иронический детектив,,,,84х108/32,
5677592,0-00-019154-0,Донцова Дарья Аркадьевна,,Э.ИД.Несекретные материалы,44,16+,,Эксмо,19154,Несекретные материалы,0,/files/nocard.jpg,,,твердый,3,,"13,00 см x 20,00 см",66.67,Иронический детектив,,Отечественные,,84х108/32,
5678096,5-94278-619-4,Фрай Макс ,,Амф.Фрай(м) Очки Бакки Бугвина,3,16+,2004,Амфора,179735,Очки Бакки Бугвина,0,/files/1836/77/79/5.jpg,,,мягкий,22,,,100.0,Лабиринты Ехо,158,Отечественная,7000,76х100/32,
5714908,978-5-699-20691-9,Донцова Дарья Аркадьевна,,Э.ИД(м).Экстрим на сером волке,34,16+,2005,Эксмо,213509,Экстрим на сером волке,0,/files/1377/86/17/6.jpg,"Конечно же, Даша Васильева не верит в приведения! Поэтому когда ее давняя знакомая Соня Адашева сказала, что ее преследует призрак - девочка в белом платье с веночком в волосах, Даша авторитетно заключила: все, у подруги съехала крыша. Придет же такая дурь в голову! Но оказалось, что это вовсе не дурь. Через несколько дней Соня отравилась, завещав Даше позаботиться о своей приемной дочери Кате. Забирая ее из родного дома, Даша собственными глазами увидела девочку в белом с венком на голове. И даже отхватила трофей - ее сумку! Зачем фантому ридикюльчик?! Значит Соню кто-то напугал до смерти - вот она и покончила с собойю А причина, похоже, в ее богатстве. И теперь опасность грозит Кате... Правда, та сама любого призрака может напугать до смерти. Крутой характер! Но и Даша тоже - крепкий орешек, распутала не одно дело. так что она еще покажет негодяям небо в вожделенных алмазах!..",,мягкий,5,,"10,70 см x 16,50 см x 1,20 см",72.73,Иронический детектив,352,Отечественные,450000,70х90/32,
5715851,978-5-699-32817-8,Донцова Дарья Аркадьевна,,"Э.ИД(м).Инь,янь и всякая дрянь",34,16+,2012,Эксмо,425350,"Инь, янь и всякая дрянь: роман",0,/files/1836/19/34/56.jpg,"Инь, янь и всякая дрянь. Самая заветная мечта Тани Сергеевой - похудеть! Но разве можно сбросить вес, если жизнь состоит из сплошных стрессов?! Только парочка сэндвичей и успокоит разгулявшиеся нервы... А переживать есть из-за чего - Татьяне поручили первое самостоятельное расследование, и она сразу, после просмотра первой же улики, диска DVD, получила самый настоящий шок. Причина ее ужаса понятна - на нем запечатлена… казнь! Кто и за что застрелил скромную бухгалтершу Оксану Бондаренко? Какую тайну требовали открыть похитители женщины, прислав ""подарочек"" в виде диска ее мужу Федору?.. Книга ""Инь, янь и всякая дрянь"" выпущена в издательстве ""Эксмо"" в 2009 году.",,мягкий,4,,"10,60 см x 16,50 см x 2,50 см",70.0,Иронический детектив,384,Отечественные,380100,165.00mm x 107.00mm x 24.00mm,
5716429,978-5-699-37255-3,Донцова Дарья Аркадьевна,,Э.ИД(м).Брачный контракт кентавра,34,16+,2012,Эксмо,454973,Брачный контракт кентавра : роман,3,/files/1836/21/18/61.jpg,"Наконец-то у меня, частного детектива Евлампии Романовой, отпуск! Можно заняться собственными делами, а не чужими преступлениями. Но, как всегда, отдохнуть мне не удалось! В наш коттедж заявилась незнакомая женщина, назвавшаяся дочерью бывших хозяев Татьяной Приваловой. Я по доброте душевной пустила ее в дом, а она «угостила» меня снотворным и украла вещи и деньги! Мой приятель Вовка Костин, осмотрев оставленные воровкой пожитки, заявил, что она недавно вернулась из зоны! Отлично! Потянув за эту ниточку, я смогу многое узнать о незваной гостье... Но это еще не все — у нас в доме появилось привидение, которое отзывается на имя Малюта Скуратов!!!",,мягкий,3,,"11,00 см x 16,50 см x 2,00 см",50.0,Иронический детектив,352,Отечественные,320000,164.00mm x 107.00mm x 21.00mm,
5716620,978-5-699-34603-5,Донцова Дарья Аркадьевна,,Э.Донцова Маникюр для покойника: роман,34,16+,2009,Эксмо,484335,Маникюр для покойника: роман,1,/files/1377/22/39/06.jpg,"Вот уже тридцать лет мои дни скучны и однообразны. Нет подруг, нет близких. И вдруг моя жизнь в одночасье изменилась. Судьба подарила мне подругу - Катю! Но… спустя день ее похитили. Неизвестные требовали документы, которые хранились у какого-то Кости Катукова. Найти Катю и вернуть ее в лоно семьи - было моим долгом! Не долго думая, я поехала к нему домой, но хозяин квартиры был мертв. Мне так и не удалось найти те злополучные документы! Знать бы, что это стало началом моего кошмара…",,мягкий,9,,"10,50 см x 16,50 см",90.0,,,Отечественные,,70x90/32,
5716754,978-5-699-41629-5,Донцова Дарья Аркадьевна,,Э.ИД Донцова Кулинарная книга лентяйки-3. Праздник по жизни,34,12+,2010,Эксмо,513128,Кулинарная книга лентяйки-3 : Праздник по жизни,1,/files/1836/24/15/55.jpg,"""Дорогие читатели! Я твердо убеждена: чтобы получилось вкусное блюдо - готовить нужно с удовольствием! В ""Кулинарной книге лентяйки-3. Праздник по жизни"" я не изменила своим принципам - постаралась собрать для вас рецепты вкусных праздничных блюд, на приготовление которых вы не потратите много времени. Все эти замечательные яства с радостью и хорошим настроением можно готовить каждый день или украсить ими праздничный стол. Я хочу, чтобы у вас, дорогие мои, в жизни было побольше праздников! А это, уж поверьте мне, зависит от нас самих!"" Дарья Донцова",,мягкий,2,,"13,00 см x 16,50 см",55.56,Иронический детектив,352,"Кулинария, напитки",15100,70х108/32,
5719642,5-94278-771-9,Фрай Макс ,,Амф.Фрай(м) Идеальный роман,1,16+,,Амфора,199338,Идеальный роман,0,/files/nocard.jpg,,,мягкий,3,,,66.67,Лабиринты Ехо,,Отечественная,,76х100/32,
572176,2729,Фрай Макс ,,CD АК Фрай М. Зеленые воды Ишмы (Амфора-Медиа),199,0+,,Амфора-медиа,822904,"CD, Аудиокнига, Фрай М., Зеленые воды Ишмы",0,/files/nocard.jpg,,,,0,,,50.0,,,Художественные АК и радиоспектакли,,Jewel Box,
5724480,5-94278-763-8,Фрай Макс ,,Амф.Фрай(м) Энциклопедия мифов т.2,1,16+,,Амфора,203343,"Энциклопедия мифов. К-Я. Подлинная история Макса Фрая, автора и персонажа. Т.2.",0,/files/nocard.jpg,,,мягкий,5,,,72.73,Лабиринты Ехо,,Отечественная,,76х100/32,
5756878,978-5-699-21095-4,Донцова Дарья Аркадьевна,,Э.ИД(м).Лампа разыскивает Алладина,1,16+,2005,Эксмо,250608,Лампа разыскивает Алладина,0,/files/1836/96/80/5.jpg,"Хоть я, Евлампия Романова, в сыскном деле дилетант, на моем личном счету не одно раскрытое преступление. И в этот раз я в лепешку расшибусь, но доведу расследование до победного конца... В жизни родственницы моей лучшей подруги Кати - Оли Белкиной настала черная-пречерная полоса: убили ее мужа, затем на нее напали и похитили новорожденного сына Гену. Белкина в реанимации, ну а мне обязательно нужно найти младенца. И вот в деле наконец-то забрезжил свет в конце тоннеля - я отыскала коляску, вместе с которой украли Гену. Но пьянжучка Алла, торгававшая ею у метро, вдруг внезапно скончалась, так и не успев ничего мне рассказать. Однако я уверена на все сто, что Алла отправилась на тот свет не случайно. Затем утонул парень, подсунувший ей отравленную водку. И эта ниточка оборвалась. Осталась последняя надежда - соседка Белкиной по родильной палате. Я чувствую всеми фибрами души - истина где-то рядом...",,мягкий,7,,"11,00 см x 16,50 см x 2,30 см",76.92,Иронический детектив,352,Отечественные,450000,70х90/32,
5757186,978-5-367-00556-1,Фрай Макс ,,Амф.Фрай Жалобная книга,2,16+,2007,Амфора,99037,Жалобная книга: Маленький роман из жизни накхов,0,/files/1377/67/43/5.jpg,"В трудную минуту, когда кажется, что жизнь не удалась, будьте бдительны, не проклинайте судьбу - ни вслух, ни даже про себя. Мужчина за соседним столиком в кафе, девушка, улыбнувшаяся вам в метро, приветливая старушка во дворе могут оказаться одними из тех, кто с радостью проживет вашу жизнь вместо вас. Вы даже и не заметите, как это случится. Они называют себя НАКХИ. Они всегда рядом с нами. Мужество и готовность принять свою судьбу, какой бы она ни была, - наша единственная защита от них, но она действует безотказно.",,твердый,15,,"13,00 см x 20,00 см",100.0,,414,Отечественная,10000,84х108/32,
5757630,5-224-04342-5,Хантер Эрин ,,ОЛМА Коты-воители Воители 1. Стань диким !,5,6+,2007,Олма-пресс,106521,Стань диким !,0,/files/1377/68/35/9.jpg,"Первая книга серии ""Коты-воители"" - Стань диким! - рассказывает об удивительной и полной приключений жизни домашнего котенка Рыжика, впервые попавшего в лес, где воют между собой четыре клана диких котов. Ему приходится доказывать, что он достоин чести стать воином и принадлежать к Грозовому племени. Скоро лес становится настоящим домом для Рыжика: он храбро сражается за свое племя, находит настоящих друзей и наживает опасных врагов.",,твердый,46,,"13,00 см x 20,50 см x 1,70 см",100.0,Коты-воители,,Для младшего школьного возраста,,84х108/32,
5758275,5-699-00348-7,Донцова Дарья Аркадьевна,,Э.ИД.Букет прекрасных дам,44,16+,2002,Эксмо,9785,Букет прекрасных дам,3,/files/1377/50/69/8.jpg,"Кто не знает всемирно известного сыщика Ниро Вульфа и его бессменного помощника Арчи Гудвина!.. Пожилая, но очень богатая бизнес-леди Элеонора, прикованная к инвалидному креслу, и ее личный секретарь Иван Подушкин очень напоминают эту парочку... Как-то декабрьским вечером Нора попросила Ивана встретить внучку. Риту на его глазах сбивает `Вольво` с заляпанными грязью номерами и скрывается с места преступления. После похорон Нора просит Ивана узнать, с кем провела последний вечер внучка. Он знакомится с Ритиной подругой Настей и понимает - она что-то скрывает. Явившись к ней, чтобы выяснить правду, он находит ее мертвой в ванной. Потом умирают еще пара приятелей Риты. Их смерть кажется естественной, но Нора считает, что их, как и ее внучку, кто-то убил, и поручает своему `Арчи Гудвину` все выяснить...",,твердый,8,,"13,00 см x 20,00 см",72.73,Иронический детектив,,Отечественные,,84х108/32,
5798959,978-5-699-21742-7,Донцова Дарья Аркадьевна,,Э.ИД(м).Лягушка Баскервилей,34,16+,2007,Эксмо,341272,Лягушка Баскервилей,1,/files/1836/14/89/57.jpg,"Что можно подумать, встретив вдруг на улице Москвы, пусть и жарким летом, бегущую босую женщину? Первая мысль - она сумасшедшая. Вторая - не преступница ли? Последняя версия - в яблочко! Однако есть одна маленькая оговорка: Розалия Майкова пока только подозреваемая. Правда, не в чем-нибудь, а в убийстве. И бежит она из милиции, умудрившись скрыться во время допроса. А за ней по пятам, расследуя смерть мужа беглянки, идет любительница частного сыска Даша Васильева. Кстати, на сей раз не по собственному желанию! Дашу попросил о помощи полковник Дегтярев. Она и помогла... бежать Розе. Ох, что теперь будет?! Ужас! Даше явно не поздоровится! Ну, вперед, за работу, надо срочно найти Розалию, а заодно и других преступников и преступниц...",,мягкий,8,,"11,00 см x 16,50 см x 2,20 см",73.33,Иронический детектив,384,Отечественные,400100,70х90/32,
5799043,978-5-367-00404-5,Фрай Макс ,,Амф.Фрай Наваждения (нов.оф.),199,16+,2007,Амфора,253205,Наваждения,0,/files/1836/98/81/9.jpg,"Мир становится все более зыбким. Что мерещится, что происходит на самом деле - почти невозможно понять. Да и что такое ""на самом деле""? Какое из дел человеческих следует полагать ""самым""? И, собственно, почему? Удовлетворительного ответа на этот вопрос не знает никто, о чем любит напоминать своим читателям Макс Фрай. Он, впрочем, и сам-то куда больше похож на наваждение, чем на автора книги, которую вы купите наяву, а читать, вполне возможно, будете во сне.",,твердый,59,,"13,00 см x 20,00 см x 2,50 см",100.0,Лабиринты Ехо,383,Отечественная,4000,84х108/32,
5799240,5-224-04680-7,Хантер Эрин ,,ОЛМА Коты-воители Воители 5. Опасная тропа,5,6+,2007,Олма-пресс,133622,Опасная тропа,1,/files/1377/71/09/8.jpg,"Новая страшная опасность пришла в лес, едва успевший оправиться после пожара. Стая свирепых бродячих псов убегает от собаколовов и находит тайное прибежище на территории Грозового племени. Звездные предки посылают пророчество о притаившемся в лесу зле, но никто из Грозовых котов не может правильно истолковать его. Огнегрив спасает свое племя и изгоняет собак, но Синяя Звезда погибает в битве со сворой. 
Книга для детей среднего школьного возраста.
Иллюстрации Леонида Насырова.
Перевод с английского В. Максимовой.",,твердый,52,,"13,00 см x 20,00 см x 2,00 см",98.11,Коты-воители,,Для младшего школьного возраста,,84х108/32,
5799507,978-5-699-29710-8,Емец Дмитрий Александрович,,Э.ТГ(нов).Таня Гроттер 2.И Исчезающий Этаж,1,12+,2008,Эксмо,409401,Таня Гроттер и Исчезающий Этаж: Повесть,1,/files/1836/18/46/09.jpg,"Тане Гроттер не повезло. На то время, пока Сарданапал, Медузия Горгонова и другие преподаватели вновь отстраивают разрушенную школу магии Тибидохс, учеников отправляют по домам. Вот и Таня вынуждена вернуться в Москву в семью Дурневых. Да еще захватить с собой в нагрузку целый чемодан склочных привидений. Ну да ничего! За время обучения в Тибидохсе Таня кое-что успела усвоить, так что дяде Герману и тете Нинели придется несладко... И вот наконец наступает пора вернуться в Тибидохс. Он отстроен заново и даже лучше прежнего, но Исчезающий Этаж... С ним творится что-то невероятное. Никто из тех, кто отважился проникнуть туда, не вернулся назад. Или все же вернулся?..",,твердый,22,,"13,00 см x 20,00 см x 3,00 см",95.65,Таня Гроттер,416,Для среднего школьного возраста,5100,84х108/32,
5799581,5-367-00128-9,Фрай Макс ,,Амф.Фрай Сказки и истории доп,11,16+,2006,Амфора,287455,Сказки и истории. Новая редакция,0,/files/1836/12/04/89.jpg,"Макс Фрай говорит об этой книге так: ""Иногда я выглядываю из себя и рассказываю сказки и истории. Себе, кому же еще? Но если кому-нибудь очень нужно, могу дать списать. Локтем прикрывать свою писанину уж точно не стану"".",,твердый,10,,"13,00 см x 20,00 см x 2,70 см",100.0,,382,Отечественная,5000,84х108/32,
5800627,978-5-699-20683-4,Донцова Дарья Аркадьевна,,Э.Донцова Билет на ковер-вертолет: роман,34,16+,2009,Эксмо,484467,Билет на ковер-вертолет: роман,4,/files/1377/22/39/72.jpg,"Чтобы написать захватывающий дух детектив, нужно расследовать преступление… Поэтому мне, Виоле Таракановой приходится бегать по городу в поисках криминальных историй. Но на этот раз ""история"" сама заявилась ко мне домой. Убита наша соседка Лиза Макаркина, на месте преступления взяли юную манекенщицу Аню Галкину. Весь двор жужжит точно улей - местные кумушки только и обсуждают, что любовные отношения Антона Макаркина с Аней. Поддавшись уговорам матери Галкиной, я взялась за расследование. И вытащила на бел свет такую запутанную историю, что впору покупать билет на ковер-вертолет…",,мягкий,6,,"10,75 см x 16,50 см",60.0,Иронический детектив,384,Отечественные,5000,70х90/32,
5802298,978-0-00-334589-0,Фрай Макс ,,CD AK Фрай Очки Бакки Бугвина (Амфора-Медиа),199,0+,,Амфора-медиа,334589,"CD, Аудиокнига, Амфора-Медиа, Фрай М, Очки Бакки Бугвина, Jewel box",0,/files/nocard.jpg,,,,1,,,57.14,,,Художественные АК и радиоспектакли,,Jewel Box,
581106,2726,Фрай Макс ,,CD АК Фрай М. Дебют в Ехо (Амфора-Медиа),199,0+,,Амфора-медиа,822903,"CD, Аудиокнига, Фрай М., Дебют в Ехо",0,/files/nocard.jpg,,,,1,,,57.14,,,Художественные АК и радиоспектакли,,Jewel Box,
5841146,5-699-07676-Х,Емец Дмитрий Александрович,,Э.ЛюбКТ.Месть мертвого Императора,41,12+,2004,Эксмо,175006,Месть мертвого Императора,0,/files/1836/33/96/55/3.jpg,"Сережа давно мечтал о компьютере - и вот он стоит у него на столе. Однако компьютер какой-то необычный… Он предлагает Сереже уничтожить Землю, и тот, считая все игрой, запускает программу, отменить которую нельзя… Свершилась воля покойного Галактического Императора: Земле остается всего триста часов до завоевания. База киборгов-убийц, вызванных компьютером, уже в Солнечной системе. Сумеет ли Сережа и его друг космический капитан Гугль остановить адскую машину? Время уже пошло…",,твердый,6,,"13,00 см x 20,00 см",75.0,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х108/32,
5842317,5-699-01391-1,Донцова Дарья Аркадьевна,,Э.ИД.Скелет из пробирки,44,16+,2003,Эксмо,21309,Скелет из пробирки,2,/files/1377/53/24/7.jpg,"катастрофа! Я, Виола Тараканова, в панике! В издательстве ждут мои новый детективный роман, а муза, очевидно, от жары скрылась в неизвестном направлении. Хоть убейте, нет сюжета! Но кто ищет, тот всегда найдет!.. Купив в магазине раритетный комодик, я обнаружила в нем письмо с воплем о помощи. Некая Люба сообщала, что ее медленно убивают. Она даже указала свой адрес, но я опоздала. Мать Любы сказала, что та умерла два месяца назад от астмы. Зацепиться не за что! Но только не мне, бывалой детективщице и жене мента! Я начала распутывать дело этой странной семьи, где старики самозабвенно занимаются наукой, а молодые мрут, словно мухи... Вот и сюжет для нового забойного детектива потихонечку вырисовывается...",,твердый,5,,"13,00 см x 20,00 см",61.54,Иронический детектив,,Отечественные,,84х108/32,
5842383,5-04-005039-9,Донцова Дарья Аркадьевна,,Э.ИД.Спят усталые игрушки,44,16+,2003,Эксмо,51370,Спят усталые игрушки,1,/files/1377/58/72/7.jpg,"Любительнице частного сыска Даше Васильевой противопоказано выходить из дома - обязательно попадет в какую-нибудь историю… На этот раз она стала свидетельницей того, как из окна выбросилась молодая женщина. Милицию не заинтересовало это событие, но Дарьезахотелось узнать причину столь отчаянного поступка. Она принялась разыскивать людей, которые знали самоубийцу. И тут выяснилось, что четверо знакомых погибшей недавно ушли из жизни точно таким же образом. Даша на сто процентов уверена, что таких совпадений не бывает…",,твердый,5,,"13,00 см x 20,00 см",66.67,Иронический детектив,,Отечественные,,84х108/32,
584262,978-5-367-01067-1,Фрай Макс ,,Амф. Фрай(м) Белые камни Харумбы,22,16+,2009,Амфора,451355,Белые камни Харумбы : [повесть],2,/files/1377/20/91/60.jpg,"Вот уж воистину неожиданный ответ на вечный вопрос: ""Есть ли жизнь после смерти?""",,мягкий,220,,,99.1,Лабиринты Ехо,217,Отечественная,7000,76х100/32,
584340,978-5-367-01142-5,Фрай Макс ,,Амф.Фрай(м) Ворона на мосту,199,16+,2010,Амфора,500385,"Ворона на мосту. История, рассказанная сэром Шурфом Лонли-Локли : [повесть]",0,/files/1377/23/66/17.jpg,"Делая собственную историю чужим достоянием, рассказчик не просто воскрешает ее в памяти, но и в некотором роде заново овеществляет. Она, конечно, и так не выдумка, и все же прежде, до слов, ей недоставало подлинности. В результате совместных усилий рассказчика и слушателя или читателя на перилах невообразимого Моста Времени одна за другой появляются зримые и осязаемые зарубки. 
Поэтому вот вам история о Рыбнике, рыбаке и рыбке, и еще о мокрой вороне, и о конце света заодно, и, если уж на то пошло, - о начале света; и как же хорошо, что у этого слова так много смыслов, как ни поверни, все - правда. Рассказать об этом было почти невозможно, но если не совершать невозможное хотя бы иногда, жизнь человеческая утрачивает сокровенный смысл.",,мягкий,12,,"12,00 см x 18,00 см x 1,50 см",100.0,Хроники Ехо,383,Отечественная,5000,76х100/32,
5844084,,Роллинс Джеймс ,,Роллинс Песчаный дьявол,78,16+,,Эксмо,473619,Песчаный дьявол,0,/files/nocard.jpg,,,,1,,,57.14,,,Зарубежная,,,
5844090,5-94278-217-2,Фрай Макс ,,Амф.Фрай Гнезда Химер Хроники Оветганны,199,16+,,Амфора,73214,Гнезда Химер Хроники Овётганны,0,/files/nocard.jpg,,,твердый,8,,"13,00 см x 20,00 см",78.57,Лабиринты Ехо,,Отечественная,,84х108/32,
5845274,978-0-00-334587-0,Фрай Макс ,,CD AK Фрай Корабль из Арвароха (Амфора-Медиа),199,0+,,Амфора-медиа,334587,"CD, Аудиокнига, Амфора-Медиа, Фрай М, Корабль из Арвароха, Jewel box",0,/files/nocard.jpg,,,,1,,,57.14,,,Художественные АК и радиоспектакли,,Jewel Box,
5846374,978-5-699-34683-7,Донцова Дарья Аркадьевна,,Э.ИД. Легенда о трех мартышках. (Книга Почтой),34,16+,,Эксмо,727026,Легенда о трех мартышках. (Книга Почтой),0,/files/1836/34/87/36/4.jpg,"Множество тайн разгадала любительница частного сыска Даша Васильева. Теперь ей предстоит раскрыть еще одну - самую страшную и самую важную! Тайну ее семьи! Дашу воспитала бабушка Афанасия Константиновна. Она рассказывала, что родители девочки погибли в горах. Но спустя много лет выяснилось - во всей этой истории нет ни слова правды! А правда оказалась такой невероятной, что даже прошедшая огонь, воду и медные трубы Даша Васильева отказывается в нее верить!..",,,3,,"12,50 см x 19,60 см",66.67,Иронический детектив,,Отечественные,,84x108/32,
5846426,978-5-699-38312-2,Донцова Дарья Аркадьевна,,Э.Донцова Улыбка 45-го калибра: роман,34,16+,2013,Эксмо,525742,Улыбка 45-го калибра: роман,2,/files/1836/34/87/45/5.jpg,,,,4,,"11,00 см x 16,50 см",58.33,,352,Отечественные,,165.00mm x 115.00mm x 20.00mm,
5848321,978-5-9943-0028-2,Фрай Макс ,,CD АК Фрай Простые волшебные вещи (Амфора-Медиа),199,0+,,Амфора-медиа,391266,"CD, Аудиокнига, Амфора, Фрай М, Простые волшебные вещи, jewel box",0,/files/nocard.jpg,,,,1,,,57.14,Лабиринты Ехо,,Художественные АК и радиоспектакли,,Jewel Box,
5883221,978-5-699-37341-3,Донцова Дарья Аркадьевна,,Э.ИД(м).Вынос дела,34,16+,2012,Эксмо,33843,Вынос дела,2,/files/1377/55/59/6.jpg,"Один за другим погибают сокурсники Даши Васильевой... Вылетевший из-за угла ""Фольксваген"" подмял под колеса переходившую дорогу Зою Лазареву. Дважды проехав по безжизненному телу, машина умчалась прочь. Кто сидел за рулем этого автомобиля, и не связан ли с этими убийствами таинственный Жок, на след которого по просьбе полковника МВД Дегтярева пытается выйти отчаянная любительница частного сыска Даша Васильева?..
Мягкая обложка, бумага офсетная.",,мягкий,11,,"10,50 см x 16,50 см x 2,10 см",84.62,Иронический детектив,352,Отечественные,,165.00mm x 109.00mm x 19.00mm,
5883248,978-5-699-21540-9,Донцова Дарья Аркадьевна,,Э.ИД(м).Микстура от косоглазия,34,16+,2006,Эксмо,111735,Микстура от косоглазия,1,/files/1377/68/99/4.jpg,"Вы бывали когда-нибудь в морге? Надеюсь, что нет! А вот мне, Виоле Таракановой, пришлось посетить сие заведение в ходе очередного расследования. В погоне за сюжетом для своего нового детектива чего только не сделаешь. А началось все очень прозаично: как-то по дороге с рынка я заскочила в секонд-хенд и купила себе новую белую куртку с биркой. Придя домой, я обнаружила за подкладкой паспорт на имя Ани Кузовкиной. Я очень удивилась! Чтобы вернуть удостоверение личности, я поехала по указанному адресу. Дверь открыла пожилая женщина. Увидев меня, она тут же упала в обморок. Оказывается, Аня пропала год назад. Я решила все выяснить, для чего и вернулась в секонд-хенд. Поиски привели меня в... угадали, именно в морг... Хотите узнать, чем дело кончилось? Тогда купите мой новый детектив. Удовольствие вам гарантировано!
Мягкая обложка, бумага офсетная.",,мягкий,7,,"10,75 см x 16,50 см x 1,50 см",71.43,Иронический детектив,,Отечественные,,70х90/32,
5883698,5-04-010219-4,Донцова Дарья Аркадьевна,,Э.ИД.Чудеса в кастрюльке,34,16+,2002,Эксмо,55585,Чудеса в кастрюльке,2,/files/1377/59/50/7.jpg,"Я, Виола Тараканова, не могу жить без преступлений. Притом они меня сами находят! На этот раз все началось с того, что во время моего визита у Аси Бабкиной случилось страшное горе - умерла дочь Ляля. Уснула и не проснулась... Потом от чужого несчастья меня отвлекли разные события: я затопила соседей, издательство приняло к печати мой первый детектив. Я млела от счастья! И вдруг раздался звонок из больницы: меня требовала к себе Ася, попавшая туда с инфарктом. От нее я узнала невероятное: похоронили совсем не ее дочь, а чужого ребенка. Чтобы развестись с постылым мужем и сохранить за собой дочь, Ася согласилась на помощь соседа-врача, ее любовника. Спящую Лялю перенесли через балкон к нему, а на ее место положили труп похожей девочки, который ""достал"" сосед. А потом любовник Аси повесился, и Ляля пропала. Теперь именно я должна найти девочку. Каково, а!",,твердый,9,,"13,00 см x 20,00 см",81.82,Иронический детектив,,Отечественные,,84х108/32,
5884402,978-5-699-36181-6,Донцова Дарья Аркадьевна,,"Э.Микстура от косоглазия: роман,,",34,16+,2009,Эксмо,451338,Микстура от косоглазия: роман,2,/files/1377/20/91/43.jpg,"Вы бывали когда-нибудь в морге? Надеюсь, что нет! А вот мне, Виоле Таракановой, пришлось посетить сие заведение в ходе очередного расследования. В погоне за сюжетом для своего нового детектива чего только не сделаешь. А началось все очень прозаично: как-то по дороге с рынка я заскочила в секонд-хенд и купила себе новую белую куртку с биркой. Придя домой, я обнаружила за подкладкой паспорт на имя Ани Кузовкиной. Я очень удивилась! Чтобы вернуть удостоверение личности, я поехала по указанному адресу. Дверь открыла пожилая женщина. Увидев меня, она тут же упала в обморок. Оказывается, Аня пропала год назад. Я решила все выяснить, для чего и вернулась в секонд-хенд. Поиски привели меня в... угадали, именно в морг... Хотите узнать, чем дело кончилось? Тогда купите мой новый детектив. Удовольствие вам гарантировано!",,мягкий,5,,"10,50 см x 16,50 см x 2,00 см",61.54,,,Отечественные,,70x90/32,
589116,978-0-00-334588-0,Фрай Макс ,,CD AK Фрай Магахонские Лисы (Амфора-Медиа),199,0+,,Амфора-медиа,334588,"CD, Аудиокнига, Амфора-Медиа, Фрай М, Магахонские Лисы, Jewel box",0,/files/nocard.jpg,,,,0,,,50.0,,,Художественные АК и радиоспектакли,,Jewel Box,
5924905,978-5-699-21094-7,Донцова Дарья Аркадьевна,,Э.ИД(м).Сволочь ненаглядная,34,16+,2005,Эксмо,43581,Сволочь ненаглядная,1,/files/nocard.jpg,"Юлька, невестка моей подруги, сломала ногу и попала в институт Склифосовского. Палата подобралась молодая и веселая. Хоть, в этом ей повезло, зато мне - нет! Я опять вляпалась в очередную историю! Самым неожиданным образом ее соседки, Настя и Ирина, умирают от тромба. И теперь мне предстоит выполнить Настино посмертное поручение. Надо найти ее брата и передать ему деньги. Тридцать тысяч баксов! Не хило! Но разыскать Егора оказалось весьма непросто… и даже опасно для жизни…",,мягкий,3,,"13,00 см x 20,00 см",60.0,Иронический детектив,,Отечественные,,84х108/32,
5925137,5-04-005510-2,Донцова Дарья Аркадьевна,,Э.ИД.Маникюр для покойника,34,16+,2003,Эксмо,10816,Маникюр для покойника,1,/files/1836/30/40/19/0.png,"Вот уже тридцать лет мои дни скучны и однообразны. Нет подруг, нет близких. И вдруг моя жизнь в одночасье изменилась. Судьба подарила мне подругу — Катю! Но... спустя день ее похитили. Неизвестные требовали документы, которые хранились у какого-то Кости Катукова. Найти Катю и вернуть ее в лоно семьи было моим долгом! Недолго думая, я поехала к нему домой, но хозяин квартиры был мертв. Мне так и не удалось найти те злополучные документы! Знать бы, что это стало началом моего кошмара...",,твердый,5,,"13,00 см x 20,00 см",66.67,Иронический детектив,,Отечественные,,84х108/32,
