ID,ISBN,Автор,Авторы,В базе,В закладки,Возраст,Год,Издательство,Код,Название,Не понравилось,Обложка,Описание,Переводчик,Переплёт,Понравилось,Производитель,Размеры,Рейтинг,Серия,Страниц,Тематика,Тираж,Формат,Цена
3440963,978-5-699-28578-5,Емец Дмитрий Александрович,,Э.ТГ(нов).Таня Гроттер 6.И молот Перуна,41,12+,2008,Эксмо,398026,Таня Гроттер и молот Перуна,1,/files/1377/17/77/14.jpg,"Кто-то ночь за ночью нарушает магическую защиту Буяна, выбивая на непроницаемом куполе загадочные символы. Одновременно с этим Гробыня лишается магии и вынуждена вернуться к лопухоидам, Гуня Гломов теряет силу, Катя Лоткова - красоту. В Тибидохсе происходит что-то непонятное... А жизнь между тем не стоит на месте. Пипа Дурнева, у которой обнаружилась интуитивная магия, попадает в школу магии. Таня Гроттер испытывает на себе действие магии вуду и, как кошка, влюбляется в Пуппера. А команде Тибидохса по драконболу предстоит сразиться со сборной вечности, куда входят наиизвестнейшие игроки всех времен и народов, среди которых сам...",,твердый,20,,"13,00 см x 21,00 см x 3,20 см",95.24,Таня Гроттер,432,Для среднего школьного возраста,5100,84х108/32,
344941,978-5-699-27988-3,Донцова Дарья Аркадьевна,,Э.ЛетДет(м).Концерт для Колобка с оркестром,34,16+,2008,Эксмо,391663,Концерт для Колобка с оркестром,0,/files/1836/17/45/19.jpg,"Ох, не написать ли мне вместо детектива философский роман на тему ""Что такое не везет и как с этим бороться?"". Не повезло не только мне, Виоле Таракановой, но и моим домочадцам. Поддавшись на уговоры моей подруги Аньки, мы с Томочкой и детьми поехали отдыхать в ее ""имение"" с поэтическим названием Пырловка. Мало того, что здесь туалет под кустом, душ в автобусе, а газ в баллонах, так я еще умудрилась влипнуть в скверную историю, когда улепетывала от местных собак. А если серьезно, то я имела глупость влезть на чердак чужой дачи и освободить оттуда девушку по имени Мила. Девица сбежала, а ее ухажер нашел забытый мной на его даче кошелек, а в нем - визитку с Анькиными координатами. Теперь ей и мне кранты. Я бросилась на поиски подруги, но, кажется, опоздала - Аньку похитили. Надо освободить ее, а для этого следует найти Милу, которая, надеюсь, помнит адрес своего жениха. Но кто же знал, что Мила тот еще подарочек!..",,твердый,3,,"10,75 см x 16,50 см",66.67,,384,Отечественные,10000,70х90/32,
345270,978-5-367-00328-4,Фрай Макс ,,"Амф.Фрай Ворона на мосту История, рассказанная сэром Шурфом",199,16+,2006,Амфора,310838,"Ворона на мосту: История, рассказанная сэром Шурфом Лонли-Локли",0,/files/1836/13/18/42.jpg,"Делая собственную историю чужим достоянием, рассказчик не просто воскрешает ее в памяти, но и в некотором роде заново овеществляет. Она, конечно, и так не выдумка, и все же прежде, до слов, ей недоставало подлинности. В результате совместных усилий рассказчика и слушателя или читателя на перилах невообразимого Моста Времени одна за другой появляются зримые и осязаемые зарубки. Поэтому вот вам история о Рыбнике, рыбаке и рыбке, и еще о мокрой вороне, и о конце света заодно, и, если уж на то пошло, - о начале света; и как же хорошо, что у этого слова так много смыслов, как ни поверни, все - правда. Рассказать об этом было почти невозможно, но если не совершать невозможное хотя бы иногда, жизнь человеческая утрачивает сокровенный смысл.",,твердый,15,,"13,00 см x 20,00 см x 2,20 см",100.0,Хроники Ехо,334,Отечественная,30000,84х108/32,
345522,978-5-367-00313-0,Фрай Макс ,,Амф.Фрай Болтливый мертвец (доп.5),4,16+,2007,Амфора,322637,Болтливый мертвец,0,/files/1836/13/69/04.jpg,"После череды уже ставших привычными чудес и приключений столкнуться с угрозой конца Мира и найти врагов вместо лучших друзей, выяснить, что лучшие твои воспоминания всего лишь блеф, тут уж любой в сердцах выдаст: ""Гори оно все синим пламенем!""",,твердый,89,,"13,00 см x 20,00 см x 3,40 см",100.0,Лабиринты Ехо,590,Отечественная,5000,84х108/32,
345523,978-5-367-00306-2,Фрай Макс ,,Амф.Фрай Мой Рагнарек: роман,12,16+,2009,Амфора,322674,Мой Рагнарёк : [роман],9,/files/1836/13/69/24.jpg,,,твердый,105,,"13,00 см x 20,00 см x 2,50 см",92.11,Лабиринты Ехо,415,Отечественная,3000,84х108/32,
346446,978-5-367-00505-9,Фрай Макс ,,"Амф.Фрай Властелин Морморы. История, рассказанная сэром Джуффином Халли",19,16+,2009,Амфора,345995,"Властелин Морморы. История, рассказанная сэром Джуффином Халли",1,/files/1836/15/09/98.jpg,"В истории, рассказанной Джуффином Халли, самое удивительное вовсе не волшебные обстоятельства, не колдовские заклинания и даже не интригующие подробности, а невероятное открытие: оказывается, господин Почтеннейший Начальник Тайного Сыска тоже умеет ошибаться! Ну или по крайней мере он умеет весьма убедительно рассказывать о своих ошибках.События, о которых рассказывает в книги сэр Джуффин Халли, «происходили в самом начале Эпохи Кодекса. Если хотите представить, что это были за времена, надо понимать вот что: столетняя война всех против всех, известная как Смутные Времена, уже закончилась, но настоящим миром пока не пахло, да и жизнь еще толком не наладилась…»",,твердый,266,,"13,00 см x 20,00 см x 2,10 см",99.63,Хроники Ехо,316,Отечественная,5000,84х108/32,
347215,978-5-367-00611-7,Фрай Макс ,,"Амф.Фрай Горе господина Гро: История, рассказанная сэром Кофой Йохом",12,16+,2007,Амфора,363544,"Горе господина Гро: История, рассказанная сэром Кофой Йохом",0,/files/1836/15/98/50.jpg,"Вот вам история, рассказанная мудрецом, который сам почти ничего толком не понял. История о любви, боли, глупости и милосердии. История, герои которой только и делают, что удивляют друг друга, а иногда – самих себя. И это, честно говоря, лучшее, что может случиться с человеком.",,твердый,144,,"13,00 см x 20,00 см x 2,30 см",100.0,Хроники Ехо,382,Отечественная,35000,84х108/32,
3483050,978-5-699-21368-9,Донцова Дарья Аркадьевна,,Э.ИД(м).Бенефис мартовской кошки,34,16+,2005,Эксмо,83680,Бенефис мартовской кошки,0,/files/1377/65/03/7.jpg,"""Бенефис мартовской кошки"" Даше Васильевой катастрофически везет на трупы!.. Только она согласилась пойти на концерт классической музыки с импозантным мужчиной Стасом Комоловым - и вот он уже труп. В антракте Даша бегала для него за водой и каплями, думала ему от духоты плохо, а он возьми да помри. А на следующий день к ней домой заявились менты. Они явно подозревают Дашу в убийстве. Что же делать? Конечно, бежать! И вот она уже на Курском вокзале с саквояжем в одной руке и мопсом Хучем - в другой. За спиной у любительницы частного сыска не одно раскрытое преступление, а потому она и на этот раз не вешает нос, а решительно берется за дело…",,мягкий,5,,"10,70 см x 16,50 см x 1,50 см",72.73,Иронический детектив,,Отечественные,,70х90/32,
3483105,5-699-07680-8,Емец Дмитрий Александрович,,"Э.ЛюбКТ.Тайна ""Звездного странника""",1,12+,2004,Эксмо,179480,"Тайна ""Звездного странника""",0,/files/1836/33/96/55/1.jpg,"Если вопреки запрету родителей ты самовольно решил присоединится к космической экспедиции, то уж будь уверен: тебя ждут серьезные неприятности! Так и случилось с Андреем и его другом-роботом Баюном. Уже в космосе они обнаруживают, что попали совсем на другой корабль, который к тому же запрограммирован на самоуничтожение. Горе-путешественникам удается избежать страшной гибели, но они попадают в лапы к жестокому космическому пирату, получеловеку-полукиборгу, Кроксу...",,твердый,1,,"13,00 см x 20,00 см",57.14,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х108/32,
3483322,5-04-007741-6,Донцова Дарья Аркадьевна,,Э.ИД.Канкан на поминках,34,16+,2004,Эксмо,46802,Канкан на поминках,2,/files/1836/30/41/57/2.png,"Бывают же на свете чудеса! Наташа - бывшая скромная лаборантка - оказывается хозяйкой богатейшего имения под Парижем. Ее муж, погибший в автокатастрофе, оставил после себя колоссальное наследство. И разумеется, над лакомой добычей начинают кружить хищники. Тут и подозрительный дамский угодник Аллан, и не менее подозрительная некая Андре, и Жаклин - бесшабашная дочь разбогатевшей русской эмигрантки. Трудно уцелеть в стае этих акул. На Наташа не намерена сдаваться, тем более ее лучшая подруга Даша готова разделить с ней все опасности этой нешуточной схватки…",,твердый,7,,"13,00 см x 20,00 см",66.67,Иронический детектив,,Отечественные,,84х108/32,
3483448,978-5-699-21087-9,Донцова Дарья Аркадьевна,,Э.ИД(м).Доллары царя Гороха,34,16+,2006,Эксмо,172180,Доллары царя Гороха,2,/files/1377/76/54/3.jpg,"Ну и денек! Вначале Даша Васильева, выехав из Ложкина, наткнулась на стаю... пингвинов! Летом, в жару! Они вывели ее к опрокинутому фургону, в кабине которого находился раненый шофер - Сергей Якунин. Он попросил ее передать конверт с деньгами какой-то Кларе…
А затем выяснилось, что страшный ураган смел крышу с Дашиного дома, и она вместе с семьей переехала в жуткую халупу с чудаком-хозяином. Но бытовые трудности не мешают Даше искать загадочную Клару. А в это время начинают происходить страшные события. Сергей умер в больнице не без помощи медсестры, которая отключила его дыхательный аппарат. Впрочем, она пережила его ненадолго. Вскоре погибла и невеста Сергея Катя. Даша мечется в поисках загадочной Клары и... впадает в отчаянье - все молодые дамы, с коими она имеет дело, умирают... Конечно, это неспроста! И любительница частного сыска, словно гончая, берет след!..
Мягкая обложка, бумага офсетная.",,мягкий,8,,"10,70 см x 16,50 см x 1,50 см",80.0,Иронический детектив,,Отечественные,,70х90/32,
3484093,978-5-699-32779-9,Донцова Дарья Аркадьевна,,Э.ИД.Легенда о трех мартышках,34,16+,2009,Эксмо,427531,Легенда о трех мартышках: роман,0,/files/1836/19/52/50.jpg,"Юбилейный, 100-й роман Дарьи Донцовой!
Рекорд в области создания детективов: 100 книг за 10 лет!
Эту книгу нельзя не заметить, ее украшает прозрачная подарочная суперобложка с изображением банта.
""Множество тайн разгадала любительница частного сыска Даша Васильева. Теперь ей предстоит раскрыть еще одну - самую страшную и самую важную! Тайну ее семьи! Дашу воспитала бабушка Афанасия Константиновна. Она рассказывала, что родители девочки погибли в горах. Но спустя много лет выяснилось - во всей этой истории нет ни слова правды! А правда оказалась такой невероятной, что даже прошедшая огонь, воду и медные трубы Даша Васильева отказывается в нее верить!""",,"твердый, суперобложка",4,,"13,00 см x 20,00 см x 2,20 см",70.0,Иронический детектив,384,Отечественные,250000,84х108/32,
3484573,5-699-04309-8,Донцова Дарья Аркадьевна,,Э.ИД.Гарпия с пропеллером,44,16+,2003,Эксмо,61081,Гарпия с пропеллером,1,/files/1377/60/61/3.jpg,"В одно отнюдь не прекрасное утро к любительнице частного сыска Даше Васильевой приехала подруга Лена Гладышева и обвинила в том, что та тайно подсунула в почтовый ящик двадцать тысяч долларов. Но это была не Даша! Муж Лены Олег исчез год назад при загадочных обстоятельствах. Лена вначале бедствовала, но от помощи гордо отказалась... Только все стало налаживаться, и бац! Кто-то подбросил ей якобы от имени Олега деньги. Подруги решили выяснить у консьержки, кто подложил конверт. Та сказала, что это была почтальонша Соняю Пока Даша беседовала с Соней, какие-то отморозки убили консьержку и тяжело ранили Лену. Почтальонша описала мужика, передавшего ей деньги. Похоже, это был... Олег. Неужели он сбежал от жены и сына? Почему?.. Менты мышей не ловят, считают происшедшее простым совпадением. Ну ничего, Дашутка всех их умоет, особенно полковника Дегтярева! Она отыщет Олега - живого или мертвого!..",,твердый,8,,"13,00 см x 20,00 см",73.33,Иронический детектив,,Отечественные,,84х108/32,
3484587,5-699-01786-0,Донцова Дарья Аркадьевна,,Э.ИД.Инстинкт Бабы Яги,44,16+,2002,Эксмо,32774,Инстинкт Бабы Яги,2,/files/1377/55/44/0.jpg,"С тех пор, как хозяйка Ивана Подушкина - бизнесвумен Элеонора - возомнила себя великой сыщицей, он потерял покой. А теперь еще Нора приобрела лицензию на сыскную деятельность и дает объявления в газетах... Первая клиентка не заставила себя долго ждать. Алена Шергина уверена, что на ее жизнь не единожды покушались. Она даже знает имя виновного - Марина Райкова. Нора советует Алене на время уехать из города, и та решает отсидеться на даче. Но по дороге Шергина трагически погибает. Элеонора посылает Ваню поговорить с Мариной, и после этого визита Райкова кончает жизнь самоубийством. Очевидно, от угрызений совести... Но Нора уверена: Алену и Марину убила одна и та же рука. А вот чтобы поймать убийцу за руку, попыхтеть придется Ивану Подушкину...",,твердый,7,,"13,00 см x 20,00 см",66.67,Иронический детектив,,Отечественные,,84х108/32,
3487594,5-699-07675-1,Емец Дмитрий Александрович,,Э.ЛюбКТ.Мальчик-вамп,41,12+,,Эксмо,180988,Мальчик-вамп,0,/files/nocard.jpg,,,твердый,4,,"12,00 см x 20,00 см",70.0,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х100/32,
349060,978-5-699-27064-4,Донцова Дарья Аркадьевна,,Э.ИД(м).Фанера Милосская,2,16+,2008,Эксмо,389723,Фанера Милосская,6,/files/1377/17/34/78.jpg,"Как же я, частный детектив Евлампия Романова, не люблю следить за изменщиками-супругами! Но что делать, работа есть работа. Только на сей раз простое расследование обернулось неприятной историей: мало того, что клиентка не заплатила, получив от меня компромат на мужа, так еще взяла и... погибла на пожаре. Конечно, подозрения падают на ее благоверного! И, естественно, бизнесмен Павел Краминов все отрицает. Более того - нанял меня разобраться, кто же его так подставил. Сам-то он почти уверен: гнусный злодей - его собственный сыночек, бездельник, игрок и бабник. Только при чем здесь какие-то ""добрые ангелы"" и эпидемия неизвестной болезни, поражающая молоденьких девушек?.. Но тот ли преступник, кто на виду? И кто это прячется в тени?..",,мягкий,12,,"10,50 см x 16,50 см x 1,90 см",66.67,Иронический детектив,384,Отечественные,400000,70х90/32,
349325,978-5-699-27574-8,Донцова Дарья Аркадьевна,,Э.ИД(м).Продюсер козьей морды,34,16+,2008,Эксмо,394522,Продюсер козьей морды,0,/files/1836/17/55/39.jpg,"Вот это пассаж! Иван Подушкин вынужден сменить благородное имя! И на какое! Теперь он Владимир Задуйхвост. А всё потому, что джентльмен сыска ушёл от своей хозяйки Элеоноры, обидевшись за то, что она поверила злым наветам. К ней явилась пятнадцатилетняя нахалка Варвара и заявила, что Иван является отцом её годовалой дочери. Каково, а? Ваня ушёл в чём был, без паспорта. С горя надравшись, утром он очнулся у братьев-циркачей Морелли. Они и выправили ему новый паспорт. Теперь он у них конферансье, продюсер и... катала! Обыгрывает в покер на пару с обезьяной Мими дураков. Но Иван Павлович всё же хочет реабилитировать своё честное имя. В поисках Вари и ребёнка он вышел на Центр ""Мария"", где с детьми творятся странные вещи. А основал этот центр... Иван Павлович Подушкин! Кто он? Его тезка или самозванец?..",,мягкий,2,,"11,00 см x 16,50 см x 2,00 см",62.5,Иронический детектив,384,Отечественные,400000,70х90/32,
349600,978-5-367-00341-3,Фрай Макс ,,Амф.Фрай Хроники Ехо. Чуб Земли,8,16+,2007,Амфора,190519,Хроники Ехо. Чуб Земли. Туланский детектив,1,/files/1836/80/05/5.jpg,"Много историй о тайных сыщиках из Ехо было рассказано; еще больше историй осталось общим достоянием автора и персонажей. Некоторые дела, покоившиеся до поры до времени под грифом ""Совершенно секретно"", прошлое Кеттарийского Охотника и его старших товарищей, вспоминая сотрудников Тайного Сыска и великое множество других событий - все эти истории долго ждали своего часа. Можно было бы молчать и дальше, но рассказчику не хочется, чтобы все эти прекрасные вещи, которые он видел - наяву ли, во сне ли, ""на границе между светом и тенью"", - пропали навсегда, растворились в темноте, под его закрытыми веками. 

Поэтому старые друзья собираются вместе, на далеком острове, где десять дней в году пока дует ветер Хабабура, возможно абсолютно все. Даже невозможное…",,твердый,74,,"13,00 см x 20,00 см x 2,30 см",98.67,Хроники Ехо,,Отечественная,,84х108/32,
349613,978-5-00111-012-5,Хантер Эрин ,,ОЛМА Коты-воители Новое пророчество 6. Закат,393,12+,2018,Олма-пресс,325536,Закат,1,/files/1836/33/97/20/5.jpeg,"Жестокий и властный Звездоцап, обитающий теперь в сумрачном лесу, приходит к Ежевике и Коршуну - в их снах. Он учит сыновей тому, как с помощью коварства и предательства встать во главе двух объединенных племен. Ежевике предстоит сделать нелегкий выбор: либо подчиниться воле отца, либо остаться верным своему племени и его предводителю Огнезвезду. Что же для Ежевики окажется важнее: жажда власти или преданность соплеменникам?","Максимова, Вероника Алексеевна",твердый,265,,"13,00 см x 20,00 см x 2,00 см",99.62,Коты-воители,320,Для среднего школьного возраста,3000,206.00mm x 128.00mm x 17.00mm,
349686,978-5-699-28876-2,Донцова Дарья Аркадьевна,,Э.ДИ.Лучшие детективные истории,1,16+,2008,Эксмо,395306,Лучшие детективные истории: Сборник рассказов,0,/files/1836/17/59/49.jpg,"Издательство ""Эксмо"" радо представить вам сборник самых ярких детективных рассказов от самых топовых и любимых авторов. Краткие остросюжетные истории вместили все, что присуще захватывающему дух детективу: интригующий сюжет, шквал криминального действа, блистательная развязка. Наряду с произведениями мастеров жанра в сборник вошли рассказы молодых талантливых авторов. О такой книге можно было только мечтать - и вот она перед вами! Самое любимое и самое дорогое сердцу истинного почитателя детектива - под одной обложкой!",,твердый,1,,"13,00 см x 20,00 см x 2,50 см",57.14,,384,Отечественные,8000,84х108/32,
349853,978-5-699-28070-4,Донцова Дарья Аркадьевна,,Э.ЛетДет(м).Полет над гнездом Индюшки,34,16+,2008,Эксмо,395765,Полет над гнездом Индюшки,0,/files/1836/17/61/98.jpg,"Похоже, все домашние считают, что Даша Васильева сбрендила. Ещё бы, такой стресс! Ведь погибли её близкие друзья, Кутеповы, вначале муж - Родя, потом его жена Неля. Если Даша готова согласиться, что смерть богача Роди похожа на роковую случайность - он чистил коллекционный кинжал и упал на него, - то Нелю, по её мнению, убили. Преступник привязал к удочке подаренную Неле на день рождения куклу Сару Ли и размахивал ею перед окном. Пьяная Неля попыталась схватить куклу и упала вниз. Сара Ли чуть не выманила из окна и саму Дашу, которую спас полковник Дегтярев. Но, выслушав объяснения, домашние решили, что у неё глюки, а полковник зло посмеялся. Ну, она ему покажет! Сама найдёт убийцу! `Оседлав` родной `Пежо`, любительница частного сыска Даша Васильева бросилась навстречу отнюдь не кукольным опасностям...",,мягкий,2,,"10,80 см x 16,50 см x 1,80 см",62.5,Летний детектив,352,Отечественные,12000,70х90/32,
350126,978-5-699-28467-2,Роллинс Джеймс ,,Э.КЗКБ.Пещера,8,16+,2012,Эксмо,395082,Пещера,1,/files/1836/17/58/40.jpg,"Глубоко под закованной в ледяной панцирь поверхностью Антарктиды обнаружен огромный подземный лабиринт. В одной из его пещер найдены остатки древнего поселения, возникшего около пяти миллионов лет назад, то есть еще до появления самых ранних предков человека. Кто же жил здесь в те давние времена? Команда ученых-антропологов должна спуститься к центру Земли, чтобы разгадать эту загадку и заодно выяснить происхождение найденной в подземном поселке статуэтки, вырезанной из цельного алмаза. Но темные туннели, пещеры и подземные реки скрывают не только эту тайну. Ученые довольно быстро начинают понимать, что они не одни в этом таинственном лабиринте. 
Новый супербестселлер, новые захватывающие приключения от автора ""Пирамиды"", ""Амазонии"" и ""Песчаного дьявола"".",,твердый,26,,"21,50 см x 14,50 см x 3,80 см",96.3,"Книга-загадка, книга-бестселлер",512,Зарубежная,18000,218.00mm x 146.00mm x 38.00mm,
350661,978-5-699-29258-5,Донцова Дарья Аркадьевна,,Э.ИД Муму с аквалангом,34,16+,2008,Эксмо,399493,Муму с аквалангом: В мире преступных страстей Виола Тараканова,0,/files/1836/17/81/33.jpg,"Издательство ""Элефант"" решило преподнести роскошный подарок своему автору - Арине Виоловой! Значит, я, Виола Тараканова, пишущая детективы под этим псевдонимом, отправлюсь в... рай на земле. Не удивляйтесь, только так и можно назвать шикарный отель в чудесном греческом городке Флоридосе. Правда, отдыхать мне было некогда! Я опять оказалась втянута в жуткую интригу. Загадочные убийства, катастрофы в прошлом и настоящем прямо преследуют меня! А ведь я просто хотела помочь несчастной женщине, жертве давней автомобильной аварии, обрести память. Но поиск истины превратился в нескончаемый марафон - одна драма тянет за собой другую... Их так много! Где же истина? И пока я докапывалась до нее, оказалась еще и в центре скандала. И как теперь выпутываться?..",,твердый,2,,"13,00 см x 20,00 см",62.5,Иронический детектив,384,Отечественные,250000,84х108/32,
351963,978-5-367-00735-0,Фрай Макс ,,Амф.Фрай Гнезда Химер. Хрокник Хугайды доп.,3,16+,2017,Амфора,399747,Гнезда Химер. Хрокники Хугайды,4,/files/1836/17/82/78.jpg,"Роман написан автором в двух версиях. Сэр Макс внезапно оказывается в чужом Мире. Герою предстоят долгие странствия, чтобы найти того, кто поможет ему вернуться домой.",,твердый,21,,"13,00 см x 20,00 см",84.0,Лабиринты Ехо,559,Отечественная,5000,84х108/32,
3525030,978-5-699-20687-2,Донцова Дарья Аркадьевна,,Э.ИД(м).Фокус-покус от Василисы Ужасной,34,16+,2005,Эксмо,207390,Фокус-покус от Василисы Ужасной,1,/files/1836/30/41/56/8.png,"Кто бы мог подумать, что мой поход на концерт, устроенный ""Русским радио"", выльется в расследование убийства, а потом и в сюжет для нового детектива! Меня, писательницу Арину Виолову, в миру Виолу Тараканову, отнюдь не балуют приглашениями в разные ток-шоу и на тусовки знаменитостей. Поэтому я явилась на концерт заранее. Заблудилась за кулисами - занесла меня туда нелегкая! - и стала свидетельницей драки между соучредителем ""Русского радио"" Сергеевым и скандально знаменитым продюсером Волковым. Потом хлебнула лишнего и отключилась, а когда пришла в себя, узнала, что Волков убит, Сергеев арестован, а моя скромная персона проходит свидетелем по этому делу. Как вам такая ситуация, а? Но, главное, я имела глупость пообещать найти истинного убийцу... В расследовании мне фатально не везло, но отпускать руки не в моих правилах. Ведь если за дело берется Виола Тараканова, то оно просто обречено на успех!..",,мягкий,2,,"10,75 см x 16,50 см x 1,90 см",55.56,Иронический детектив,,Отечественные,,70х90/32,
3525076,978-5-699-21093-0,Донцова Дарья Аркадьевна,,Э.ИД(м).Покер с акулой,34,16+,2003,Эксмо,40792,Покер с акулой,0,/files/nocard.jpg,"На дворе декабрь, а у меня земля горит под ногами! Сначала позвонила неизвестная женщина, перепутав мой телефон с номером подруги. Ей явно кто-то угрожал, и она молила о помощи. Конечно же, я, как полная дура, мчусь по названному адресу. Но звонившая... умирает у меня на руках. Чуть позже, занимаясь поисками пропавшей жены бензинового короля, мне удалось выйти на убийцу своей случайной телефонной знакомой. Но удача покинула меня - все свидетели мертвы. Попробуйте взять показания у трупа!...",,мягкий,3,,"10,80 см x 16,50 см x 1,40 см",66.67,Иронический детектив,,Отечественные,,70х90/32,
3525779,978-5-699-31504-8,Донцова Дарья Аркадьевна,,Э.НД-2009(м).Дантисты тоже плачут,34,16+,2008,Эксмо,418220,Дантисты тоже плачут,0,/files/1836/18/96/65.jpg,"В поисках случайно выкинутой фамильной драгоценности Даша Васильева отправляется на городскую свалку и обнаруживает там... труп. Кому же может быть выгодна смерть небогатой девушки, не имеющей ничего общего с криминальным миром? Видя полное отсутствие интереса со стороны милиции к этому бесперспективному делу, Даша решает сама найти убийцу. Через некоторое время ей становится ясно, что преуспевающий и модный стоматолог Владимир Резниченко таинственным образом связан с убитой...",,мягкий,3,,"11,00 см x 16,50 см x 2,00 см",66.67,,320,Отечественные,8000,70х90/32,
3526461,5-94278-238-5,Фрай Макс ,,Амф.Фрай Энциклопедия мифов т2 К-Я,199,16+,2002,Амфора,14038,Энциклопедия мифов. Т.2. К-Я,0,/files/1377/51/62/1.jpg,"Эта книга не была придумана ни 1 ноября 1995 года (в тот самый день, когда автор ""Лабиринтов Ехо"" создал новый документ в текстовом редакторе Word 5,5 и написал фразу, с которой начинается длинная сага о приключениях сэра Макса: ""Никогда не знаешь, где тебе повезет""), ни в какой-либо другой день. Она вообще не была придумана.

Эта книга ни разу не гибла под развалинами уничтоженных черновиков и, следовательно, никогда не возвращалась к жизни. Она не преследовала автора ни во сне, ни наяву, ни на заболоченных перекрестках между дремотой и бодрствованием. 

Эта книга не содержит ответа на вопрос: ""Кто такой Макс Фрай?"" Не содержит она и ответов на великое множество иных вопросов, которые автор и сам желал бы прояснить. Ответов на эти вопросы он, разумеется, не получит. Любимая формула Макса Фрая - ""рано или поздно, так или иначе"" - тут не работает.",,твердый,3,,"10,75 см x 20,00 см",66.67,Лабиринты Ехо,,Отечественная,,84х90/32,
3526766,978-5-699-34613-4,Донцова Дарья Аркадьевна,,Э.Донцова Букет прекрасных дам: роман,34,16+,2013,Эксмо,484398,Букет прекрасных дам: роман,2,/files/1377/22/39/56.jpg,Кто не знает всемирно известного сыщика Ниро Вульфа и его бессменного помощника Арчи Гудвина!..,,мягкий,10,,"10,75 см x 16,50 см",83.33,,348,Отечественные,5100,163.00mm x 107.00mm x 20.00mm,
3526860,978-5-699-40472-8,Роллинс Джеймс ,,Э.Бестселлер.Пирамида,78,16+,2010,Эксмо,502753,Пирамида : роман,0,/files/1836/23/76/04.jpg,"Во время археологических раскопок в Перу найдена древняя мумия, принадлежащая испанскому монаху-доминиканцу. При попытке ее исследования с помощью новейших приборов выясняется, что в черепе мумии содержится странное жидкое золото. На территории раскопок обнаружена подземная сокровищница, которая на поверку оказывается гигантской ловушкой, убивающей всякого, кто хочет проникнуть внутрь. Археолог Генри Конклин и его помощники пытаются проникнуть в тайны древней цивилизации, спрятанные жрецами много веков назад.",,мягкий,2,,"21,50 см x 17,00 см x 2,40 см",62.5,Проект бестселлер,400,Зарубежная,5000,70х90/16,
3526929,978-5-699-41930-2,Донцова Дарья Аркадьевна,,Э.ИД(м).Белый конь на принце,1,16+,2016,Эксмо,521081,Белый конь на принце,3,/files/1836/32/97/61/4.jpeg,"Что делать, если в доме завелся домовой-озорник - важные документы все время пропадают неизвестно куда? Их нужно надежно спрятать!.. Перед посещением банка Даша Васильева наведалась к доктору, который сделал ей ""уколы красоты"", и в зал для вин-клиентов ее не пустили - лицо чудовищно распухло. А пока выясняли, кто этот монстр с паспортом Даши Васильевой, в банке произошло ограбление! Нападавшие забрали самое дорогое - папку с бесценными документами! Идти домой, рвать на себе волосы и каяться родным во всех грехах нельзя! Иначе не оберешься насмешек - и за дурацкий внешний вид, и за неподражаемый талант все терять и забывать. Нот, Даша сама попробует найти бандитов и потребует вернуть ей бумаги. Нереально? Только не для любительницы частного сыска!",,мягкий,9,,"11,00 см x 16,50 см x 2,20 см",75.0,Иронический детектив,384,Отечественные,,166.00mm x 109.00mm x 22.00mm,
